"TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","WEEKDAY","GEREG"
"Employed",3.9,57,"High School Degree","Married","Hispanic",0,"female","Fall",0,"West"
"Employed",3.9,56,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"Northeast"
"Employed",3.9,51,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"West"
"Employed",3.9,49,"High School Degree","Married","White",1,"female","Fall",0,"West"
"Employed",3.3,43,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"South"
"Not in the labor force",3.2,36,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Midwest"
"Unemployed",4,39,"High School Degree","Not Married","White",0,"male","Fall",1,"West"
"Not in the labor force",3.6,46,"Bachelor/Master's and above","Married","White",0,"female","Fall",0,"South"
"Employed",3.9,53,"High School Degree","Married","White",1,"male","Fall",0,"Northeast"
"Employed",3.1,39,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"South"
"Employed",2.4,43,"High School Degree","Not Married","Black",1,"male","Fall",1,"South"
"Not in the labor force",3.9,55,"High School Degree","Married","White",0,"female","Fall",0,"West"
"Not in the labor force",3.4,60,"High School Degree","Married","White",0,"female","Fall",1,"West"
"Not in the labor force",3.7,43,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"Northeast"
"Employed",4.8,30,"Bachelor/Master's and above","Not Married","Hispanic",1,"male","Fall",1,"West"
"Employed",2.8,47,"High School Degree","Married","Hispanic",1,"male","Fall",0,"South"
"Not in the labor force",4.6,58,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",0,"Northeast"
"Employed",2.5,50,"High School Degree","Married","White",0,"male","Fall",0,"West"
"Employed",3.4,28,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"South"
"Employed",3.3,32,"High School Degree","Married","White",0,"male","Fall",0,"Midwest"
"Employed",4.8,45,"Bachelor/Master's and above","Married","White",0,"male","Fall",0,"West"
"Employed",2.8,25,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"Northeast"
"Employed",3.4,50,"High School Degree","Not Married","Black",0,"female","Fall",0,"South"
"Employed",3.5,55,"Bachelor/Master's and above","Married","White",0,"female","Fall",0,"South"
"Employed",3.4,57,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"South"
"Unemployed",2.8,44,"High School Degree","Not Married","White",0,"female","Fall",0,"South"
"Not in the labor force",3.5,57,"High School Degree","Married","White",0,"female","Fall",0,"South"
"Not in the labor force",3.5,60,"Less than High School","Not Married","Black",0,"male","Fall",0,"South"
"Employed",2.8,57,"High School Degree","Married","Hispanic",0,"male","Fall",1,"South"
"Employed",3.9,56,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"Northeast"
"Employed",3.5,36,"High School Degree","Married","White",1,"male","Fall",0,"South"
"Employed",3.4,38,"High School Degree","Not Married","White",1,"female","Fall",0,"Midwest"
"Employed",4.1,58,"Bachelor/Master's and above","Married","White",0,"male","Fall",0,"Midwest"
"Employed",2.7,52,"High School Degree","Married","White",1,"male","Fall",1,"South"
"Not in the labor force",3.9,59,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"Midwest"
"Not in the labor force",3.5,53,"High School Degree","Married","White",0,"female","Fall",0,"South"
"Employed",3.7,34,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"Midwest"
"Employed",4,58,"High School Degree","Not Married","Hispanic",0,"male","Fall",1,"West"
"Employed",3.7,60,"High School Degree","Married","White",0,"male","Fall",1,"Northeast"
"Employed",3.4,60,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"West"
"Employed",3.9,53,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"West"
"Employed",2.8,31,"Bachelor/Master's and above","Not Married","Hispanic",1,"female","Fall",0,"Northeast"
"Employed",3.9,40,"Less than High School","Married","Hispanic",1,"female","Fall",0,"West"
"Employed",2.8,38,"High School Degree","Married","White",1,"male","Fall",1,"Northeast"
"Employed",3.9,55,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall",0,"West"
"Employed",3,52,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"Midwest"
"Employed",2.5,48,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"West"
"Employed",2.4,39,"High School Degree","Not Married","White",1,"female","Fall",0,"South"
"Employed",4.8,49,"Less than High School","Not Married","Hispanic",0,"male","Fall",1,"West"
"Employed",2.6,33,"High School Degree","Not Married","White",1,"male","Fall",0,"Northeast"
"Employed",4.8,39,"High School Degree","Married","White",1,"male","Fall",0,"West"
"Employed",2.8,34,"Less than High School","Not Married","Hispanic",1,"female","Fall",0,"Northeast"
"Employed",3.9,55,"Bachelor/Master's and above","Married","Black",0,"male","Fall",1,"West"
"Employed",4,58,"Bachelor/Master's and above","Married","White",0,"female","Fall",0,"West"
"Employed",2.7,26,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"South"
"Employed",3.7,34,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Northeast"
"Employed",3.4,53,"High School Degree","Married","White",0,"female","Fall",0,"Midwest"
"Employed",3.5,45,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"South"
"Employed",3.9,52,"Bachelor/Master's and above","Not Married","White",1,"male","Fall",0,"West"
"Employed",3.9,34,"Bachelor/Master's and above","Married","Asian",1,"female","Fall",0,"Midwest"
"Employed",3.9,49,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"Midwest"
"Employed",3.7,31,"Bachelor/Master's and above","Married","White",0,"female","Fall",0,"Midwest"
"Not in the labor force",3.9,25,"High School Degree","Not Married","Hispanic",0,"female","Fall",0,"West"
"Employed",3.3,25,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"Midwest"
"Employed",3.4,37,"Less than High School","Married","Asian",1,"male","Fall",0,"South"
"Employed",3.7,27,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",0,"Midwest"
"Employed",3.5,31,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"South"
"Not in the labor force",3.9,48,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"West"
"Employed",3.4,56,"High School Degree","Not Married","White",0,"female","Fall",0,"Midwest"
"Employed",2.7,42,"Bachelor/Master's and above","Married","Asian",0,"male","Fall",0,"South"
"Employed",3.4,58,"High School Degree","Not Married","White",0,"female","Fall",0,"West"
"Employed",3.5,33,"High School Degree","Not Married","White",1,"female","Fall",1,"Midwest"
"Employed",3.9,35,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"Northeast"
"Not in the labor force",3.2,46,"High School Degree","Married","White",0,"female","Fall",0,"Midwest"
"Employed",4.1,54,"Bachelor/Master's and above","Married","White",0,"male","Fall",0,"Midwest"
"Not in the labor force",2.8,26,"Less than High School","Not Married","Black",1,"female","Fall",0,"Northeast"
"Employed",2.6,50,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"Northeast"
"Employed",3.2,29,"High School Degree","Married","Hispanic",1,"female","Fall",1,"Midwest"
"Employed",3,33,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Midwest"
"Employed",4.5,41,"High School Degree","Married","Hispanic",1,"male","Fall",0,"West"
"Employed",2.8,59,"High School Degree","Married","White",0,"male","Fall",0,"South"
"Not in the labor force",3.3,47,"High School Degree","Married","White",1,"female","Fall",0,"South"
"Unemployed",3.2,48,"Less than High School","Married","Hispanic",1,"male","Fall",0,"Midwest"
"Employed",2.5,32,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"West"
"Employed",3.5,28,"High School Degree","Not Married","Hispanic",1,"female","Fall",0,"South"
"Employed",3.5,53,"Less than High School","Not Married","Hispanic",0,"male","Fall",0,"South"
"Not in the labor force",5.1,57,"Less than High School","Not Married","White",0,"male","Fall",1,"South"
"Employed",2.8,51,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Northeast"
"Employed",3.9,50,"High School Degree","Not Married","Black",0,"female","Fall",0,"Midwest"
"Employed",3.2,31,"High School Degree","Not Married","Black",0,"male","Fall",0,"Midwest"
"Employed",3,36,"High School Degree","Married","Hispanic",1,"male","Fall",0,"Midwest"
"Not in the labor force",3.9,33,"Less than High School","Married","Hispanic",1,"female","Fall",0,"West"
"Employed",3.1,30,"Bachelor/Master's and above","Married","Black",0,"female","Fall",1,"South"
"Employed",3.9,46,"Less than High School","Married","Hispanic",0,"male","Fall",1,"West"
"Employed",4.1,47,"Less than High School","Married","Hispanic",1,"female","Fall",1,"Midwest"
"Employed",2.4,36,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"South"
"Not in the labor force",2.8,39,"Bachelor/Master's and above","Married","Asian",1,"female","Fall",1,"Northeast"
"Employed",3.5,49,"High School Degree","Not Married","White",0,"female","Fall",1,"South"
"Employed",3.5,36,"High School Degree","Not Married","White",0,"female","Fall",0,"Midwest"
"Employed",3.5,41,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"South"
"Employed",3.5,44,"Bachelor/Master's and above","Not Married","White",1,"female","Fall",0,"Midwest"
"Employed",3.6,41,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall",0,"South"
"Employed",3.9,38,"High School Degree","Not Married","White",0,"male","Fall",1,"West"
"Employed",3.3,48,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Midwest"
"Employed",2.9,40,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Fall",1,"South"
"Unemployed",3.9,44,"Less than High School","Not Married","White",1,"female","Fall",0,"West"
"Employed",2.8,34,"Bachelor/Master's and above","Not Married","Black",1,"female","Fall",0,"Northeast"
"Employed",4.1,28,"High School Degree","Not Married","Hispanic",1,"female","Fall",1,"Midwest"
"Employed",3.1,31,"High School Degree","Married","White",0,"male","Fall",0,"South"
"Employed",4.8,41,"High School Degree","Not Married","Hispanic",0,"female","Fall",1,"West"
"Employed",3.9,41,"Bachelor/Master's and above","Married","Asian",1,"female","Fall",0,"West"
"Employed",3.7,40,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",1,"Midwest"
"Employed",3.9,39,"High School Degree","Not Married","Hispanic",1,"male","Fall",0,"Northeast"
"Employed",4.3,42,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"South"
"Employed",3.3,45,"Bachelor/Master's and above","Married","Black",1,"female","Fall",1,"Midwest"
"Employed",2.7,41,"High School Degree","Married","White",0,"female","Fall",1,"South"
"Employed",4,50,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"West"
"Employed",4.1,52,"Bachelor/Master's and above","Married","White",0,"female","Fall",0,"Midwest"
"Employed",3.9,55,"High School Degree","Not Married","Black",0,"female","Fall",1,"Northeast"
"Employed",2.9,45,"Bachelor/Master's and above","Married","Hispanic",1,"male","Fall",0,"South"
"Employed",4,47,"High School Degree","Not Married","White",1,"male","Fall",0,"West"
"Employed",2.5,55,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"West"
"Employed",3.9,33,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"Northeast"
"Employed",4.6,27,"High School Degree","Not Married","White",1,"female","Fall",0,"Northeast"
"Employed",3.3,43,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"Midwest"
"Unemployed",2.7,28,"Bachelor/Master's and above","Not Married","Black",1,"male","Fall",1,"South"
"Employed",3.3,32,"Less than High School","Not Married","White",1,"male","Fall",1,"South"
"Employed",2.4,38,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"West"
"Employed",2.9,32,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"South"
"Not in the labor force",5.6,38,"High School Degree","Not Married","White",1,"female","Fall",0,"South"
"Employed",3.5,33,"High School Degree","Married","White",0,"male","Fall",0,"South"
"Employed",4.6,29,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"Northeast"
"Not in the labor force",2.8,43,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Northeast"
"Employed",3.5,43,"Less than High School","Married","Hispanic",1,"male","Fall",1,"South"
"Unemployed",3.4,44,"High School Degree","Not Married","White",0,"male","Fall",0,"Midwest"
"Employed",3.9,36,"Bachelor/Master's and above","Not Married","White",1,"female","Fall",0,"Midwest"
"Employed",3.5,40,"High School Degree","Married","White",1,"male","Fall",0,"Midwest"
"Employed",5.2,39,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"South"
"Employed",2.7,37,"High School Degree","Not Married","White",0,"male","Fall",0,"South"
"Employed",4.1,37,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"Midwest"
"Employed",3.3,37,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"South"
"Not in the labor force",4.3,49,"High School Degree","Not Married","White",0,"male","Fall",0,"South"
"Not in the labor force",2.5,38,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"West"
"Employed",3.5,42,"High School Degree","Married","Hispanic",1,"male","Fall",1,"South"
"Employed",3.9,32,"Bachelor/Master's and above","Not Married","Hispanic",1,"female","Fall",1,"West"
"Employed",4.1,49,"High School Degree","Married","White",0,"male","Fall",1,"Midwest"
"Employed",3.4,38,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"West"
"Employed",3.7,57,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall",0,"Northeast"
"Employed",2.9,35,"Bachelor/Master's and above","Married","Asian",1,"male","Fall",0,"South"
"Employed",3.9,49,"Less than High School","Not Married","Hispanic",1,"female","Fall",0,"West"
"Employed",3.9,59,"Bachelor/Master's and above","Not Married","White",1,"female","Fall",1,"West"
"Employed",3.4,46,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"West"
"Employed",3.9,31,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",1,"Northeast"
"Employed",4.5,39,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"West"
"Employed",4.6,39,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Northeast"
"Not in the labor force",3.8,46,"Less than High School","Not Married","Hispanic",1,"female","Fall",0,"Northeast"
"Unemployed",3.4,31,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"West"
"Employed",3.4,47,"High School Degree","Married","Hispanic",1,"female","Fall",0,"South"
"Employed",4.6,32,"High School Degree","Not Married","White",0,"male","Fall",0,"Northeast"
"Employed",3.9,34,"Bachelor/Master's and above","Not Married","Asian",0,"male","Fall",0,"West"
"Employed",3.5,33,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"South"
"Unemployed",3.3,57,"Bachelor/Master's and above","Married","White",0,"male","Fall",0,"South"
"Employed",3.5,50,"Less than High School","Not Married","Hispanic",1,"female","Fall",1,"South"
"Employed",3.5,50,"Less than High School","Married","Hispanic",0,"female","Fall",0,"South"
"Employed",3.3,33,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"South"
"Employed",3.3,31,"High School Degree","Not Married","Black",1,"female","Fall",0,"South"
"Employed",3.7,44,"High School Degree","Married","Hispanic",1,"female","Fall",0,"Midwest"
"Not in the labor force",3.9,29,"High School Degree","Not Married","Hispanic",0,"male","Fall",0,"West"
"Employed",3.7,53,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"Midwest"
"Not in the labor force",3.6,43,"High School Degree","Married","White",1,"female","Fall",0,"South"
"Employed",4.6,31,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall",0,"Northeast"
"Employed",2.4,37,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"South"
"Employed",3.2,47,"High School Degree","Married","Hispanic",1,"male","Fall",0,"Midwest"
"Employed",2.9,51,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Fall",0,"South"
"Employed",4.3,35,"High School Degree","Married","White",1,"male","Fall",1,"South"
"Employed",3.9,56,"High School Degree","Married","White",0,"male","Fall",1,"West"
"Employed",2.8,33,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"Midwest"
"Employed",3.7,54,"High School Degree","Married","White",1,"female","Fall",1,"Northeast"
"Employed",3.9,53,"Bachelor/Master's and above","Married","Asian",1,"male","Fall",0,"Northeast"
"Employed",2.7,52,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall",1,"South"
"Not in the labor force",3.7,25,"Bachelor/Master's and above","Married","Asian",0,"female","Fall",0,"Midwest"
"Employed",4,33,"High School Degree","Not Married","Hispanic",0,"female","Fall",0,"West"
"Employed",3.9,55,"High School Degree","Married","Hispanic",0,"female","Fall",0,"Northeast"
"Employed",3.4,44,"High School Degree","Married","White",1,"male","Fall",1,"South"
"Employed",2.4,38,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"West"
"Employed",3.5,28,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall",1,"South"
"Employed",3.3,49,"High School Degree","Married","White",1,"male","Fall",0,"Midwest"
"Employed",3.9,38,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"West"
"Employed",2.7,25,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall",0,"South"
"Employed",3.5,52,"High School Degree","Married","White",1,"female","Fall",0,"Midwest"
"Unemployed",3.5,34,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",1,"South"
"Employed",3.9,38,"Bachelor/Master's and above","Married","Hispanic",1,"female","Fall",1,"Northeast"
"Employed",3.6,37,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",1,"South"
"Employed",2.9,27,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"South"
"Employed",3.9,46,"High School Degree","Not Married","White",0,"female","Fall",1,"Northeast"
"Employed",3.6,31,"Bachelor/Master's and above","Not Married","White",1,"male","Fall",0,"South"
"Unemployed",2.9,54,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"West"
"Employed",3.9,43,"High School Degree","Married","White",1,"male","Fall",0,"Northeast"
"Employed",2.4,38,"High School Degree","Not Married","White",0,"female","Fall",1,"South"
"Employed",3.3,59,"High School Degree","Married","White",0,"female","Fall",0,"Midwest"
"Employed",4.6,45,"Bachelor/Master's and above","Married","Asian",1,"male","Fall",1,"Northeast"
"Employed",3.5,50,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"South"
"Employed",4,31,"Less than High School","Married","Hispanic",1,"female","Fall",0,"West"
"Not in the labor force",5.6,55,"Bachelor/Master's and above","Married","White",0,"female","Fall",0,"South"
"Employed",4.5,42,"Bachelor/Master's and above","Married","Hispanic",1,"male","Fall",0,"West"
"Not in the labor force",2.7,53,"High School Degree","Not Married","White",0,"male","Fall",0,"South"
"Employed",3.9,49,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"West"
"Employed",3.3,34,"High School Degree","Not Married","White",0,"male","Fall",1,"Midwest"
"Employed",3.2,34,"High School Degree","Married","White",0,"female","Fall",1,"Midwest"
"Employed",3.9,39,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"West"
"Employed",2.8,35,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",1,"Northeast"
"Employed",4,51,"Bachelor/Master's and above","Not Married","Asian",1,"male","Fall",0,"West"
"Employed",3.9,49,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"Midwest"
"Employed",3.8,27,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"Northeast"
"Not in the labor force",3.5,55,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"South"
"Not in the labor force",3.7,28,"Less than High School","Married","Hispanic",1,"female","Fall",0,"Northeast"
"Employed",2.7,31,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"South"
"Employed",3.3,59,"High School Degree","Not Married","White",0,"female","Fall",0,"South"
"Not in the labor force",3.9,42,"Less than High School","Not Married","Hispanic",0,"female","Fall",0,"Northeast"
"Employed",4,50,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall",1,"West"
"Employed",3.2,41,"Less than High School","Not Married","Hispanic",0,"male","Fall",0,"Midwest"
"Unemployed",2.7,36,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"South"
"Employed",2.5,57,"High School Degree","Married","White",0,"male","Fall",1,"West"
"Employed",2.4,33,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",1,"West"
"Employed",4.3,42,"High School Degree","Married","White",1,"female","Fall",0,"South"
"Employed",3.9,36,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Fall",0,"West"
"Employed",3.7,50,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"Northeast"
"Employed",3.7,35,"Bachelor/Master's and above","Married","Hispanic",1,"female","Fall",0,"Northeast"
"Employed",4,59,"High School Degree","Married","White",1,"female","Fall",1,"South"
"Employed",2.7,48,"Bachelor/Master's and above","Not Married","White",1,"male","Fall",1,"South"
"Employed",3.7,36,"High School Degree","Not Married","Hispanic",1,"female","Fall",1,"Midwest"
"Employed",3.4,50,"High School Degree","Not Married","White",0,"male","Fall",0,"South"
"Employed",2.8,40,"Bachelor/Master's and above","Married","Black",1,"male","Fall",0,"Northeast"
"Employed",2.7,49,"Less than High School","Married","White",0,"female","Fall",1,"South"
"Employed",3.4,30,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Midwest"
"Not in the labor force",3.3,39,"High School Degree","Married","White",1,"female","Fall",0,"Midwest"
"Employed",3.9,54,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"West"
"Employed",3.4,39,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"South"
"Employed",2.5,49,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"West"
"Employed",3.9,52,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",0,"West"
"Employed",3.6,28,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall",0,"South"
"Employed",5.1,25,"High School Degree","Married","White",1,"male","Fall",0,"South"
"Unemployed",5.6,39,"High School Degree","Married","Black",1,"male","Fall",1,"South"
"Employed",4.5,48,"Bachelor/Master's and above","Married","White",1,"male","Fall",1,"West"
"Employed",3.4,44,"Bachelor/Master's and above","Not Married","White",0,"male","Fall",0,"West"
"Employed",3.3,54,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"Midwest"
"Employed",3.2,47,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"Midwest"
"Employed",5.6,52,"Bachelor/Master's and above","Married","Black",0,"male","Fall",0,"South"
"Employed",4.1,50,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"Midwest"
"Employed",3.3,34,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"Midwest"
"Employed",3.9,28,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"Northeast"
"Employed",4.3,34,"High School Degree","Not Married","Black",1,"male","Fall",0,"South"
"Employed",2.7,41,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"South"
"Employed",3.2,47,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall",0,"Midwest"
"Employed",2.5,58,"Bachelor/Master's and above","Married","White",0,"female","Fall",0,"West"
"Employed",3.7,51,"Bachelor/Master's and above","Married","Asian",0,"female","Fall",0,"Midwest"
"Employed",3.5,35,"Bachelor/Master's and above","Married","White",0,"male","Fall",0,"South"
"Employed",4.1,48,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"Midwest"
"Employed",3.9,33,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall",1,"Northeast"
"Employed",4,36,"Less than High School","Married","White",0,"male","Fall",1,"West"
"Employed",3.6,27,"Less than High School","Married","Hispanic",1,"male","Fall",0,"South"
"Not in the labor force",3.8,52,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Fall",1,"Northeast"
"Employed",3.9,46,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"Midwest"
"Employed",2.8,37,"High School Degree","Married","White",1,"female","Fall",1,"Midwest"
"Employed",3.5,43,"High School Degree","Married","White",1,"female","Fall",0,"Midwest"
"Employed",5.2,31,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"South"
"Unemployed",3.7,60,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall",1,"Midwest"
"Employed",3.5,49,"Bachelor/Master's and above","Not Married","Hispanic",1,"female","Fall",0,"South"
"Not in the labor force",5.6,40,"High School Degree","Married","White",1,"female","Fall",0,"South"
"Employed",3.4,43,"Bachelor/Master's and above","Married","White",0,"male","Fall",0,"West"
"Employed",4.5,47,"High School Degree","Married","White",0,"female","Fall",0,"West"
"Employed",3.9,55,"Bachelor/Master's and above","Married","Hispanic",0,"male","Fall",1,"West"
"Employed",4.6,38,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Northeast"
"Employed",3.1,55,"Bachelor/Master's and above","Married","White",0,"female","Fall",0,"South"
"Employed",2.5,46,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"West"
"Employed",4.6,38,"Bachelor/Master's and above","Married","Hispanic",1,"male","Fall",0,"Northeast"
"Not in the labor force",3.5,47,"Less than High School","Married","Hispanic",0,"female","Fall",0,"South"
"Employed",3.4,36,"Bachelor/Master's and above","Married","Hispanic",1,"female","Fall",1,"West"
"Employed",3.5,36,"High School Degree","Not Married","Hispanic",1,"female","Fall",0,"South"
"Not in the labor force",3.4,39,"High School Degree","Married","White",1,"female","Fall",0,"Midwest"
"Employed",4.6,59,"High School Degree","Not Married","White",0,"female","Fall",0,"Northeast"
"Employed",2.9,42,"Bachelor/Master's and above","Not Married","White",1,"male","Fall",1,"South"
"Employed",3.9,41,"Bachelor/Master's and above","Married","Asian",1,"male","Fall",0,"West"
"Employed",2.8,36,"Bachelor/Master's and above","Married","White",0,"male","Fall",1,"Northeast"
"Employed",3.8,59,"Bachelor/Master's and above","Not Married","White",0,"female","Fall",1,"Northeast"
"Employed",4.8,36,"High School Degree","Married","White",1,"male","Fall",1,"West"
"Not in the labor force",2.5,37,"Less than High School","Married","Hispanic",1,"female","Fall",0,"West"
"Employed",3.1,33,"Bachelor/Master's and above","Not Married","White",1,"female","Fall",0,"South"
"Employed",4.6,38,"Bachelor/Master's and above","Married","White",1,"female","Fall",0,"Northeast"
"Employed",3.6,41,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"South"
"Not in the labor force",2.8,51,"High School Degree","Not Married","White",0,"male","Fall",0,"Northeast"
"Employed",3.4,54,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"South"
"Employed",2.7,45,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall",0,"South"
"Employed",3.1,32,"High School Degree","Married","White",0,"male","Fall",1,"Midwest"
"Not in the labor force",3.7,39,"High School Degree","Married","White",1,"male","Fall",1,"Midwest"
"Employed",3.9,41,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Fall",1,"West"
"Employed",5.2,40,"High School Degree","Not Married","Black",0,"male","Fall",0,"South"
"Employed",3.1,41,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"South"
"Employed",3.7,49,"High School Degree","Not Married","White",0,"male","Fall",0,"Midwest"
"Employed",3.9,52,"Bachelor/Master's and above","Not Married","Hispanic",1,"female","Fall",0,"Midwest"
"Employed",3.7,54,"Bachelor/Master's and above","Married","White",1,"female","Fall",1,"Northeast"
"Employed",2.8,53,"Bachelor/Master's and above","Married","White",0,"female","Fall",1,"Midwest"
"Not in the labor force",3.5,58,"High School Degree","Married","White",0,"male","Fall",0,"South"
"Employed",3.3,38,"High School Degree","Married","White",0,"female","Fall",0,"South"
"Employed",3.5,39,"Bachelor/Master's and above","Married","Asian",0,"male","Fall",0,"South"
"Employed",2.5,43,"Bachelor/Master's and above","Married","White",1,"male","Fall",0,"West"
"Employed",3.9,39,"Bachelor/Master's and above","Not Married","Asian",1,"female","Fall",0,"Midwest"
"Employed",3.7,39,"Bachelor/Master's and above","Married","Asian",1,"male","Fall",0,"Northeast"
"Unemployed",3.9,25,"High School Degree","Married","Hispanic",1,"female","Fall",0,"West"
