"GEREG","TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","STATE","WEEKDAY"
2,"Employed",3.9,55,"Bachelor/Master's and above","Married","White",0,"male","Summer","Michigan",0
4,"Employed",4.2,31,"Bachelor/Master's and above","Married","Hispanic",0,"female","Summer","California",0
4,"Not in the labor force",3,42,"High School Degree","Married","White",0,"female","Summer","Utah",1
3,"Not in the labor force",3.3,50,"Bachelor/Master's and above","Married","Asian",1,"female","Summer","South Carolina",0
2,"Not in the labor force",3.5,29,"High School Degree","Married","White",1,"female","Summer","Indiana",0
2,"Employed",3,45,"Bachelor/Master's and above","Married","White",1,"male","Summer","Wisconsin",0
3,"Employed",2.9,38,"Bachelor/Master's and above","Married","Asian",1,"female","Summer","Virginia",0
4,"Employed",4.3,44,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Nevada",0
1,"Employed",4,55,"Bachelor/Master's and above","Married","White",0,"male","Summer","Connecticut",0
1,"Employed",3.3,48,"High School Degree","Married","White",1,"male","Summer","Massachusetts",0
1,"Employed",3.9,42,"High School Degree","Married","White",1,"male","Summer","New York",0
4,"Not in the labor force",3.3,43,"Less than High School","Married","Hispanic",1,"female","Summer","Colorado",0
1,"Employed",3.9,45,"Bachelor/Master's and above","Married","White",1,"male","Summer","New York",0
4,"Employed",4.2,41,"High School Degree","Married","White",1,"male","Summer","California",0
1,"Employed",3.9,29,"Bachelor/Master's and above","Married","White",1,"female","Summer","New York",0
1,"Employed",3.8,39,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","New Jersey",0
2,"Employed",2.5,46,"High School Degree","Married","White",0,"female","Summer","Iowa",0
3,"Employed",3.7,46,"High School Degree","Married","White",1,"female","Summer","Texas",0
3,"Not in the labor force",3.4,55,"High School Degree","Married","White",1,"male","Summer","Florida",0
3,"Employed",3.4,56,"High School Degree","Not Married","White",0,"female","Summer","Florida",1
3,"Employed",3.8,35,"Bachelor/Master's and above","Married","White",1,"male","Summer","Georgia",1
4,"Employed",4.8,40,"Bachelor/Master's and above","Married","White",1,"female","Summer","New Mexico",0
3,"Employed",3.8,33,"Bachelor/Master's and above","Not Married","Black",1,"female","Summer","Georgia",0
3,"Employed",4.3,39,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Kentucky",1
3,"Employed",3.7,45,"Bachelor/Master's and above","Married","Asian",1,"male","Summer","Texas",0
2,"Employed",2.9,43,"Bachelor/Master's and above","Married","White",1,"female","Summer","Nebraska",0
3,"Not in the labor force",3.7,36,"High School Degree","Married","Hispanic",1,"female","Summer","Texas",1
4,"Not in the labor force",4.3,44,"Less than High School","Married","White",1,"male","Summer","Nevada",1
2,"Employed",3,51,"Less than High School","Married","White",0,"male","Summer","Missouri",0
2,"Employed",3.2,26,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Kansas",1
3,"Employed",2.9,40,"Bachelor/Master's and above","Married","White",1,"female","Summer","Virginia",0
3,"Employed",3.8,28,"High School Degree","Not Married","Black",1,"female","Summer","Georgia",0
3,"Employed",3.5,25,"High School Degree","Not Married","Hispanic",1,"female","Summer","Tennessee",0
4,"Employed",6.3,31,"Bachelor/Master's and above","Not Married","White",1,"male","Summer","Alaska",0
1,"Employed",3.3,38,"High School Degree","Married","White",1,"female","Summer","Maine",0
2,"Employed",3.9,26,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Michigan",0
3,"Employed",3.9,38,"High School Degree","Not Married","White",0,"male","Summer","North Carolina",1
3,"Not in the labor force",3.7,45,"High School Degree","Married","Hispanic",1,"female","Summer","Texas",1
1,"Employed",3.3,50,"Bachelor/Master's and above","Married","White",0,"male","Summer","Massachusetts",1
4,"Employed",4.4,28,"Bachelor/Master's and above","Married","White",0,"female","Summer","Washington",0
3,"Employed",3.8,55,"Bachelor/Master's and above","Married","Hispanic",0,"male","Summer","Alabama",0
3,"Not in the labor force",3.9,57,"High School Degree","Not Married","White",0,"male","Summer","North Carolina",0
3,"Not in the labor force",3.7,36,"Less than High School","Married","Hispanic",1,"female","Summer","Texas",0
1,"Not in the labor force",3.3,54,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Massachusetts",0
4,"Employed",4.2,59,"Bachelor/Master's and above","Married","White",0,"male","Summer","California",1
3,"Unemployed",4.9,32,"High School Degree","Married","White",1,"female","Summer","Louisiana",0
4,"Employed",3.6,34,"Bachelor/Master's and above","Married","White",1,"female","Summer","Montana",1
4,"Not in the labor force",3.3,55,"Bachelor/Master's and above","Married","White",0,"female","Summer","Colorado",0
3,"Employed",4.9,55,"High School Degree","Not Married","White",0,"female","Summer","Louisiana",0
3,"Employed",3.8,28,"Bachelor/Master's and above","Not Married","Black",0,"female","Summer","Georgia",0
2,"Not in the labor force",4.4,60,"High School Degree","Not Married","Black",1,"male","Summer","Ohio",1
1,"Employed",3.9,38,"Bachelor/Master's and above","Married","White",0,"female","Summer","New York",0
3,"Employed",3.4,49,"Bachelor/Master's and above","Married","Hispanic",1,"male","Summer","Florida",1
3,"Employed",3.2,42,"Bachelor/Master's and above","Married","White",1,"female","Summer","Oklahoma",1
3,"Employed",4.8,56,"Less than High School","Married","White",1,"male","Summer","Mississippi",0
3,"Employed",3.2,37,"Bachelor/Master's and above","Married","White",1,"male","Summer","Oklahoma",1
4,"Employed",4.2,40,"Less than High School","Not Married","Hispanic",0,"male","Summer","California",0
4,"Employed",4.2,28,"High School Degree","Not Married","White",0,"female","Summer","California",0
3,"Employed",3.8,49,"High School Degree","Married","Black",0,"female","Summer","Georgia",0
3,"Not in the labor force",3.3,33,"High School Degree","Married","White",1,"female","Summer","South Carolina",0
2,"Employed",3,34,"Bachelor/Master's and above","Married","White",1,"female","Summer","Missouri",0
2,"Employed",4.2,60,"Bachelor/Master's and above","Married","White",1,"male","Summer","Illinois",1
3,"Unemployed",3.4,56,"Bachelor/Master's and above","Not Married","Black",0,"male","Summer","Florida",0
4,"Employed",4.2,56,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","California",0
3,"Not in the labor force",3.2,46,"High School Degree","Married","Hispanic",0,"female","Summer","Oklahoma",0
3,"Employed",3.8,30,"Bachelor/Master's and above","Married","Hispanic",0,"male","Summer","Maryland",0
4,"Employed",4.2,28,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Summer","California",0
4,"Employed",4.2,34,"Bachelor/Master's and above","Married","White",1,"female","Summer","California",0
2,"Employed",3.2,27,"High School Degree","Not Married","Hispanic",1,"female","Summer","Kansas",0
4,"Employed",4.2,37,"Bachelor/Master's and above","Not Married","Hispanic",1,"female","Summer","California",1
2,"Employed",3.5,25,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Indiana",0
2,"Employed",2.9,60,"High School Degree","Not Married","White",0,"male","Summer","Minnesota",0
4,"Employed",4.2,36,"Bachelor/Master's and above","Married","Asian",1,"female","Summer","California",0
2,"Employed",2.9,52,"Bachelor/Master's and above","Married","White",1,"female","Summer","Minnesota",0
4,"Employed",4.4,27,"High School Degree","Not Married","White",0,"male","Summer","Washington",0
1,"Not in the labor force",2.5,52,"Bachelor/Master's and above","Married","White",0,"female","Summer","New Hampshire",0
3,"Employed",3.5,53,"High School Degree","Not Married","White",0,"female","Summer","Tennessee",1
2,"Employed",2.9,48,"Bachelor/Master's and above","Married","White",1,"female","Summer","Minnesota",1
4,"Employed",4.2,30,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Summer","California",1
4,"Employed",4.7,27,"High School Degree","Not Married","Hispanic",1,"female","Summer","Arizona",0
3,"Not in the labor force",3.4,44,"High School Degree","Married","Hispanic",1,"female","Summer","Florida",1
1,"Employed",3.8,58,"Bachelor/Master's and above","Married","Asian",1,"male","Summer","New Jersey",1
2,"Employed",3.9,34,"Bachelor/Master's and above","Married","White",1,"male","Summer","Michigan",0
1,"Employed",4.1,52,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Pennsylvania",0
2,"Not in the labor force",3.5,57,"Bachelor/Master's and above","Married","White",0,"female","Summer","Indiana",0
3,"Employed",3.7,45,"Bachelor/Master's and above","Married","Hispanic",1,"female","Summer","Texas",1
3,"Employed",3.7,29,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Texas",0
1,"Not in the labor force",4.1,55,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Pennsylvania",0
3,"Unemployed",3.8,43,"High School Degree","Not Married","Black",1,"female","Summer","Georgia",1
2,"Employed",4.4,32,"Bachelor/Master's and above","Married","White",1,"male","Summer","Ohio",1
1,"Employed",3.3,57,"High School Degree","Not Married","Black",0,"male","Summer","Massachusetts",0
3,"Employed",3.8,36,"Bachelor/Master's and above","Married","White",1,"female","Summer","Maryland",0
4,"Employed",4.2,46,"Bachelor/Master's and above","Married","White",1,"male","Summer","California",0
3,"Employed",4.3,32,"Bachelor/Master's and above","Not Married","Black",1,"female","Summer","Kentucky",1
3,"Employed",3.8,27,"Bachelor/Master's and above","Married","Black",1,"male","Summer","Georgia",1
1,"Employed",4.1,51,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Pennsylvania",0
3,"Employed",3.3,54,"Bachelor/Master's and above","Married","White",0,"male","Summer","South Carolina",0
3,"Employed",3.8,49,"High School Degree","Not Married","Black",0,"female","Summer","Georgia",1
1,"Employed",4.1,29,"High School Degree","Not Married","White",1,"female","Summer","Pennsylvania",0
2,"Employed",3,31,"Bachelor/Master's and above","Not Married","White",1,"male","Summer","Missouri",1
2,"Employed",3,41,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Missouri",0
2,"Employed",2.9,59,"Bachelor/Master's and above","Married","White",0,"female","Summer","Minnesota",0
2,"Employed",4.4,57,"Bachelor/Master's and above","Married","White",0,"male","Summer","Ohio",1
1,"Employed",4.1,33,"High School Degree","Not Married","White",1,"female","Summer","Pennsylvania",0
1,"Not in the labor force",4.1,55,"High School Degree","Married","White",0,"female","Summer","Pennsylvania",0
3,"Employed",3.2,34,"High School Degree","Married","White",1,"male","Summer","Oklahoma",1
2,"Not in the labor force",3,55,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Wisconsin",0
4,"Employed",4.2,49,"Bachelor/Master's and above","Married","White",1,"female","Summer","California",1
1,"Employed",4,51,"Bachelor/Master's and above","Married","White",1,"female","Summer","Connecticut",1
4,"Employed",3.3,37,"Less than High School","Not Married","Hispanic",1,"female","Summer","Colorado",0
3,"Employed",3.7,31,"Bachelor/Master's and above","Married","White",1,"male","Summer","Texas",0
4,"Employed",4.3,40,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","Nevada",0
3,"Employed",3.7,26,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","Texas",0
3,"Employed",3.5,59,"Bachelor/Master's and above","Not Married","Black",0,"female","Summer","Tennessee",1
3,"Employed",3.3,30,"High School Degree","Not Married","White",1,"female","Summer","South Carolina",1
2,"Employed",3.5,40,"High School Degree","Married","White",0,"female","Summer","Indiana",1
4,"Employed",4.4,30,"Bachelor/Master's and above","Married","Black",1,"female","Summer","Washington",0
1,"Not in the labor force",3.9,30,"Bachelor/Master's and above","Married","White",0,"male","Summer","New York",0
3,"Not in the labor force",4.9,59,"Bachelor/Master's and above","Married","White",0,"female","Summer","Louisiana",0
3,"Employed",4.8,60,"High School Degree","Married","White",0,"female","Summer","Mississippi",0
4,"Employed",4.2,54,"Bachelor/Master's and above","Married","Asian",1,"female","Summer","California",0
2,"Employed",3.9,36,"High School Degree","Married","White",1,"male","Summer","Michigan",0
1,"Employed",3.8,40,"Bachelor/Master's and above","Married","White",1,"male","Summer","New Jersey",0
3,"Not in the labor force",3.4,60,"Bachelor/Master's and above","Not Married","Black",0,"male","Summer","Florida",0
1,"Employed",2.5,59,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","New Hampshire",0
1,"Unemployed",3.8,36,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","New Jersey",0
3,"Employed",3.5,42,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Tennessee",0
2,"Employed",3,54,"High School Degree","Not Married","White",0,"female","Summer","Missouri",0
1,"Not in the labor force",2.5,50,"Bachelor/Master's and above","Married","White",0,"female","Summer","New Hampshire",0
4,"Employed",3.6,31,"High School Degree","Married","White",0,"male","Summer","Montana",0
2,"Employed",2.9,60,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Nebraska",0
2,"Not in the labor force",3,58,"High School Degree","Married","White",0,"female","Summer","Wisconsin",0
3,"Employed",2.9,44,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","Virginia",0
4,"Employed",4.2,55,"Bachelor/Master's and above","Married","White",1,"female","Summer","California",0
4,"Not in the labor force",4.2,30,"High School Degree","Not Married","Hispanic",0,"male","Summer","California",0
3,"Employed",3.8,48,"Bachelor/Master's and above","Married","White",1,"female","Summer","Georgia",0
4,"Employed",3.3,35,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Colorado",1
2,"Not in the labor force",4.4,55,"Bachelor/Master's and above","Married","White",0,"female","Summer","Ohio",1
2,"Employed",2.5,28,"Bachelor/Master's and above","Not Married","Black",1,"female","Summer","Iowa",0
4,"Employed",4.2,53,"Bachelor/Master's and above","Not Married","Black",1,"female","Summer","California",1
3,"Employed",3.3,44,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","South Carolina",0
3,"Employed",3.6,28,"Bachelor/Master's and above","Not Married","Asian",0,"female","Summer","Delaware",0
4,"Employed",4,45,"High School Degree","Married","White",0,"male","Summer","Oregon",0
2,"Employed",4.2,48,"Bachelor/Master's and above","Not Married","Black",1,"female","Summer","Illinois",0
3,"Employed",3.7,50,"Bachelor/Master's and above","Married","White",1,"male","Summer","Texas",1
3,"Employed",2.9,38,"Bachelor/Master's and above","Married","White",1,"male","Summer","Virginia",0
2,"Employed",3.9,44,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Michigan",0
3,"Employed",3.5,37,"Bachelor/Master's and above","Married","White",1,"female","Summer","Tennessee",1
3,"Employed",3.6,30,"High School Degree","Not Married","White",0,"female","Summer","Arkansas",1
2,"Employed",4.4,29,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Ohio",0
3,"Not in the labor force",3.5,27,"Bachelor/Master's and above","Married","White",1,"female","Summer","Tennessee",0
3,"Employed",3.7,51,"Bachelor/Master's and above","Married","Hispanic",0,"female","Summer","Texas",0
3,"Employed",3.7,52,"Less than High School","Not Married","White",0,"female","Summer","Texas",0
3,"Not in the labor force",3.3,55,"High School Degree","Not Married","White",0,"female","Summer","South Carolina",0
4,"Employed",3,58,"Bachelor/Master's and above","Married","White",1,"female","Summer","Utah",0
2,"Not in the labor force",3,34,"Bachelor/Master's and above","Married","White",1,"female","Summer","Wisconsin",1
4,"Employed",4.4,43,"High School Degree","Married","White",1,"female","Summer","Washington",1
4,"Employed",4.2,28,"Bachelor/Master's and above","Not Married","Asian",0,"female","Summer","California",1
1,"Employed",4.1,57,"Bachelor/Master's and above","Married","White",1,"male","Summer","Pennsylvania",0
3,"Employed",4.3,60,"Bachelor/Master's and above","Married","White",0,"female","Summer","Kentucky",1
2,"Employed",4.4,51,"Bachelor/Master's and above","Married","White",0,"female","Summer","Ohio",1
4,"Employed",4.2,40,"Bachelor/Master's and above","Married","Hispanic",1,"male","Summer","California",0
3,"Employed",5.1,27,"High School Degree","Not Married","White",1,"female","Summer","West Virginia",0
2,"Employed",2.9,48,"High School Degree","Married","Black",0,"male","Summer","Minnesota",1
3,"Employed",4.9,38,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Louisiana",0
2,"Employed",2.5,41,"High School Degree","Not Married","White",1,"female","Summer","North Dakota",0
1,"Employed",4.1,49,"Bachelor/Master's and above","Married","White",1,"male","Summer","Pennsylvania",1
2,"Not in the labor force",4.2,27,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Illinois",0
1,"Employed",3.9,51,"High School Degree","Married","White",0,"female","Summer","New York",1
4,"Employed",4.4,33,"High School Degree","Married","White",1,"female","Summer","Washington",0
2,"Employed",3.9,42,"High School Degree","Not Married","Black",0,"male","Summer","Michigan",1
3,"Employed",3.7,40,"High School Degree","Married","Black",1,"male","Summer","Texas",0
3,"Employed",3.5,30,"High School Degree","Not Married","White",1,"female","Summer","Tennessee",0
2,"Employed",3.9,52,"Bachelor/Master's and above","Married","White",0,"female","Summer","Michigan",0
2,"Not in the labor force",3.9,59,"Bachelor/Master's and above","Married","White",0,"female","Summer","Michigan",1
4,"Not in the labor force",4.2,35,"High School Degree","Married","White",1,"female","Summer","California",1
3,"Employed",3.9,55,"Bachelor/Master's and above","Not Married","Black",0,"female","Summer","North Carolina",0
2,"Employed",2.5,39,"Bachelor/Master's and above","Married","White",1,"male","Summer","Iowa",1
2,"Unemployed",4.4,30,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Ohio",0
2,"Employed",3.5,32,"Bachelor/Master's and above","Married","White",1,"female","Summer","Indiana",1
3,"Employed",3.4,35,"Bachelor/Master's and above","Married","White",0,"male","Summer","Florida",1
4,"Employed",4.2,32,"High School Degree","Married","Asian",0,"female","Summer","California",1
1,"Not in the labor force",3.3,45,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Massachusetts",1
4,"Employed",4.2,35,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Summer","California",1
1,"Employed",4.1,59,"High School Degree","Married","White",0,"male","Summer","Pennsylvania",0
1,"Employed",3.3,59,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Massachusetts",0
3,"Employed",3.9,56,"High School Degree","Not Married","Black",0,"female","Summer","North Carolina",0
1,"Employed",4.1,43,"High School Degree","Married","White",1,"male","Fall","Pennsylvania",1
2,"Employed",4.3,28,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Illinois",0
1,"Employed",3.9,36,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall","New York",1
3,"Employed",3.7,27,"High School Degree","Not Married","White",1,"female","Fall","Texas",0
4,"Employed",2.9,42,"Bachelor/Master's and above","Not Married","White",1,"male","Fall","Idaho",0
1,"Employed",2.5,34,"Bachelor/Master's and above","Married","White",1,"female","Fall","New Hampshire",1
1,"Employed",4.1,26,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Pennsylvania",0
3,"Employed",3.7,37,"Less than High School","Married","Hispanic",1,"male","Fall","Texas",0
3,"Employed",3.8,31,"Bachelor/Master's and above","Not Married","Black",1,"female","Fall","Georgia",1
3,"Employed",3.7,29,"High School Degree","Married","Hispanic",1,"male","Fall","Texas",0
3,"Employed",5.6,38,"High School Degree","Not Married","Black",0,"male","Fall","District of Columbia",0
2,"Employed",3,56,"Bachelor/Master's and above","Married","White",0,"female","Fall","Missouri",0
2,"Employed",3,31,"Bachelor/Master's and above","Married","White",1,"male","Fall","Wisconsin",0
3,"Employed",3.7,35,"Bachelor/Master's and above","Married","White",1,"female","Fall","Alabama",0
4,"Employed",2.9,36,"Bachelor/Master's and above","Married","White",1,"male","Fall","Idaho",1
1,"Employed",3.9,58,"High School Degree","Married","White",0,"female","Fall","New York",0
4,"Employed",3.3,57,"High School Degree","Married","White",0,"female","Fall","Colorado",0
4,"Employed",4.4,41,"Bachelor/Master's and above","Married","Asian",1,"male","Fall","Washington",1
2,"Employed",4,45,"Bachelor/Master's and above","Married","White",0,"female","Fall","Michigan",1
4,"Employed",4.2,56,"High School Degree","Not Married","Black",0,"female","Fall","California",1
3,"Employed",3.6,37,"High School Degree","Not Married","White",0,"male","Fall","Arkansas",0
1,"Employed",3.9,27,"Bachelor/Master's and above","Not Married","White",0,"female","Fall","New York",0
4,"Not in the labor force",4.4,30,"High School Degree","Married","White",1,"male","Fall","Washington",1
4,"Unemployed",4.1,34,"High School Degree","Not Married","White",1,"female","Fall","Oregon",0
2,"Employed",4.3,52,"High School Degree","Not Married","Black",0,"male","Fall","Illinois",0
1,"Employed",3.9,52,"High School Degree","Married","White",0,"female","Fall","New York",1
3,"Employed",3.8,35,"High School Degree","Married","White",1,"female","Fall","Maryland",1
3,"Employed",3.4,25,"Bachelor/Master's and above","Married","Hispanic",1,"female","Fall","Florida",0
4,"Employed",4.3,40,"High School Degree","Not Married","White",0,"male","Fall","Nevada",0
1,"Employed",4.1,43,"Bachelor/Master's and above","Married","White",1,"female","Fall","Pennsylvania",1
2,"Employed",3.5,29,"Less than High School","Married","White",1,"female","Fall","Indiana",0
2,"Employed",4.3,30,"High School Degree","Not Married","White",0,"male","Fall","Illinois",1
3,"Not in the labor force",3.7,59,"Bachelor/Master's and above","Married","White",0,"male","Fall","Texas",1
1,"Employed",4.1,36,"Bachelor/Master's and above","Not Married","White",1,"female","Fall","Pennsylvania",1
3,"Employed",4.3,25,"High School Degree","Not Married","White",1,"male","Fall","Kentucky",1
2,"Employed",4.3,40,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Illinois",0
3,"Employed",3.9,53,"High School Degree","Married","White",0,"female","Fall","North Carolina",0
3,"Employed",3.7,37,"Bachelor/Master's and above","Married","White",1,"female","Fall","Texas",1
2,"Employed",2.9,44,"Bachelor/Master's and above","Married","White",1,"male","Fall","Minnesota",0
2,"Not in the labor force",2.9,33,"High School Degree","Married","White",1,"male","Fall","Minnesota",1
4,"Employed",2.9,45,"High School Degree","Married","Hispanic",1,"male","Fall","Idaho",0
3,"Employed",3.9,43,"Bachelor/Master's and above","Married","Black",0,"female","Fall","North Carolina",1
3,"Not in the labor force",3.4,51,"Bachelor/Master's and above","Married","Black",0,"male","Fall","Tennessee",0
4,"Employed",3,36,"Bachelor/Master's and above","Married","White",1,"male","Fall","Utah",1
2,"Employed",3,33,"High School Degree","Married","White",1,"female","Fall","Missouri",0
3,"Employed",3.3,57,"High School Degree","Married","Black",0,"female","Fall","South Carolina",0
1,"Not in the labor force",3.2,37,"Bachelor/Master's and above","Married","White",1,"female","Fall","Massachusetts",1
3,"Employed",3.2,31,"Bachelor/Master's and above","Married","White",1,"female","Fall","Oklahoma",1
3,"Not in the labor force",3.4,36,"High School Degree","Not Married","White",1,"female","Fall","Tennessee",1
2,"Employed",4.4,57,"High School Degree","Married","White",1,"female","Fall","Ohio",1
1,"Not in the labor force",2.5,47,"High School Degree","Married","White",0,"male","Fall","New Hampshire",0
1,"Employed",4.1,29,"Bachelor/Master's and above","Married","White",0,"female","Fall","Pennsylvania",1
3,"Employed",3.4,33,"High School Degree","Married","White",0,"male","Fall","Florida",1
3,"Employed",3.7,50,"High School Degree","Married","White",1,"male","Fall","Texas",0
3,"Employed",3.4,26,"High School Degree","Not Married","Hispanic",0,"male","Fall","Tennessee",1
2,"Employed",2.5,31,"Bachelor/Master's and above","Not Married","White",1,"female","Fall","Iowa",1
3,"Employed",3.8,27,"High School Degree","Not Married","Black",1,"female","Fall","Georgia",0
4,"Employed",4.1,27,"Bachelor/Master's and above","Not Married","Hispanic",1,"male","Fall","Oregon",1
4,"Employed",4.2,35,"Bachelor/Master's and above","Not Married","Black",0,"male","Fall","California",0
3,"Employed",3.3,25,"High School Degree","Not Married","White",0,"male","Fall","South Carolina",1
3,"Not in the labor force",5,30,"Less than High School","Not Married","White",1,"female","Fall","West Virginia",0
2,"Not in the labor force",4.3,31,"High School Degree","Married","White",1,"male","Fall","Illinois",0
3,"Employed",3.8,30,"High School Degree","Married","White",1,"female","Fall","Georgia",1
2,"Employed",3,51,"High School Degree","Not Married","White",0,"male","Fall","Wisconsin",1
2,"Employed",3,53,"High School Degree","Not Married","White",0,"male","Fall","Wisconsin",0
3,"Employed",5,39,"Bachelor/Master's and above","Married","White",1,"female","Fall","West Virginia",0
2,"Employed",4,53,"High School Degree","Not Married","Hispanic",0,"male","Fall","Michigan",0
3,"Employed",3.9,37,"Bachelor/Master's and above","Not Married","White",1,"male","Fall","North Carolina",0
1,"Employed",3.9,58,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Connecticut",0
2,"Employed",3,55,"High School Degree","Married","White",0,"female","Fall","Wisconsin",1
3,"Employed",5.6,53,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","District of Columbia",0
2,"Employed",3,42,"High School Degree","Not Married","Hispanic",1,"male","Fall","South Dakota",0
2,"Employed",3.5,43,"Bachelor/Master's and above","Married","White",1,"male","Fall","Indiana",1
4,"Employed",4.8,60,"High School Degree","Not Married","White",0,"male","Fall","Arizona",1
3,"Not in the labor force",3.8,25,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall","Georgia",1
3,"Employed",3.4,48,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Fall","Florida",1
2,"Employed",2.9,60,"Bachelor/Master's and above","Married","White",0,"female","Fall","Minnesota",0
2,"Employed",4.3,30,"Bachelor/Master's and above","Not Married","White",0,"female","Fall","Illinois",0
4,"Employed",4.2,25,"High School Degree","Married","Hispanic",1,"male","Fall","California",1
3,"Employed",3.3,47,"Bachelor/Master's and above","Married","White",1,"male","Fall","South Carolina",0
1,"Not in the labor force",3.9,57,"Less than High School","Not Married","Hispanic",0,"female","Fall","New York",1
3,"Not in the labor force",3.7,36,"Bachelor/Master's and above","Married","White",1,"female","Fall","Texas",1
3,"Employed",3.4,30,"Less than High School","Married","Hispanic",1,"male","Fall","Florida",1
3,"Employed",3.6,41,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall","Arkansas",0
3,"Unemployed",3.7,33,"Bachelor/Master's and above","Not Married","Black",1,"female","Fall","Alabama",0
2,"Employed",4.4,38,"High School Degree","Not Married","White",1,"male","Fall","Ohio",1
4,"Employed",4.1,43,"High School Degree","Not Married","Asian",0,"male","Fall","Oregon",0
2,"Employed",3.5,46,"High School Degree","Not Married","White",0,"male","Fall","Indiana",0
1,"Not in the labor force",3.9,43,"High School Degree","Not Married","Black",0,"female","Fall","New York",0
3,"Employed",3.4,51,"Bachelor/Master's and above","Not Married","Black",0,"female","Fall","Tennessee",1
4,"Employed",3.3,60,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Colorado",0
3,"Not in the labor force",3.2,42,"Bachelor/Master's and above","Not Married","White",1,"female","Fall","Oklahoma",1
4,"Not in the labor force",4.2,32,"Bachelor/Master's and above","Not Married","Asian",0,"male","Fall","California",0
3,"Employed",3.7,31,"Bachelor/Master's and above","Not Married","White",1,"male","Fall","Texas",1
2,"Employed",4.4,37,"High School Degree","Not Married","White",0,"male","Fall","Ohio",1
3,"Not in the labor force",3.4,34,"High School Degree","Married","White",1,"female","Fall","Florida",0
2,"Employed",4,26,"High School Degree","Not Married","White",0,"male","Fall","Michigan",1
4,"Employed",4.2,55,"Bachelor/Master's and above","Married","Asian",0,"male","Fall","California",0
3,"Employed",4.3,60,"High School Degree","Not Married","White",0,"female","Fall","Kentucky",1
3,"Not in the labor force",3.7,40,"Bachelor/Master's and above","Married","White",1,"female","Fall","Alabama",0
3,"Not in the labor force",3.4,57,"Bachelor/Master's and above","Not Married","White",0,"male","Fall","Florida",1
3,"Employed",3.4,33,"Less than High School","Not Married","Hispanic",1,"male","Fall","Florida",0
1,"Not in the labor force",3.9,34,"Bachelor/Master's and above","Not Married","White",0,"female","Fall","New York",0
1,"Employed",3.8,27,"High School Degree","Not Married","Hispanic",0,"male","Fall","New Jersey",1
2,"Employed",4.3,60,"Less than High School","Not Married","Hispanic",0,"male","Fall","Illinois",0
3,"Not in the labor force",3.4,33,"Bachelor/Master's and above","Married","Hispanic",1,"female","Fall","Florida",0
3,"Employed",3.4,53,"High School Degree","Not Married","Hispanic",0,"female","Fall","Florida",0
2,"Employed",2.5,27,"Bachelor/Master's and above","Not Married","White",0,"female","Fall","Iowa",0
3,"Not in the labor force",3.8,55,"High School Degree","Not Married","White",0,"male","Fall","Georgia",0
